,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,star,writer,year,ROI_pct,release_dt
3384,-56403089,70000000,Warner Bros.,USA,Bobby Farrelly,Animation,13596911,Osmosis Jones,PG,8/10/2001,95,Laurence Fishburne,Marc Hyman,2001,-80.57584142857142,2001-08-10
3385,4485682,21150000,Bungalow Productions,Australia,Simon Wincer,Adventure,25635682,Cocodrilo Dundee en Hollywood,PG,4/20/2001,92,Paul Hogan,Paul Hogan,2001,21.208898345153663,2001-04-20
3386,-1093965,1500000,Fuller Films,USA,Henry Bean,Drama,406035,The Believer,R,8/23/2001,98,Ryan Gosling,Henry Bean,2001,-72.931,2001-08-23
3387,-14711897,40000000,Warner Bros.,USA,Pat O'Connor,Drama,25288103,Sweet November,PG-13,2/16/2001,119,Keanu Reeves,Herman Raucher,2001,-36.7797425,2001-02-16
3388,-33424859,75000000,Metro-Goldwyn-Mayer (MGM),USA,Barry Levinson,Comedy,41575141,Bandits,PG-13,10/12/2001,123,Bruce Willis,Harley Peyton,2001,-44.56647866666666,2001-10-12
3389,-53791922,72000000,DreamWorks,USA,Rod Lurie,Action,18208078,The Last Castle,R,10/19/2001,131,Robert Redford,David Scarpa,2001,-74.71100277777778,2001-10-19
3390,10384136,10000000,Warner Bros.,USA,Jamie Blanks,Horror,20384136,Valentine,R,2/2/2001,96,Denise Richards,Tom Savage,2001,103.84136,2001-02-02
3391,25400856,35000000,Columbia Pictures Corporation,Germany,Adam Shankman,Comedy,60400856,The Wedding Planner,PG-13,1/26/2001,103,Jennifer Lopez,Pamela Falk,2001,72.5738742857143,2001-01-26
3392,-5929853,6000000,Aamir Khan Productions,India,Ashutosh Gowariker,Adventure,70147,Lagaan: Once Upon a Time in India,PG,5/8/2002,224,Aamir Khan,Ashutosh Gowariker,2001,-98.83088333333333,2002-05-08
3393,-9511128,10000000,Star Overseas,Hong Kong,Stephen Chow,Action,488872,Shaolin Soccer,PG,7/12/2001,113,Stephen Chow,Stephen Chow,2001,-95.11128,2001-07-12
3395,-35596448,60000000,New Line Cinema,USA,John Herzfeld,Action,24403552,15 Minutes,R,3/9/2001,120,Robert De Niro,John Herzfeld,2001,-59.32741333333333,2001-03-09
3396,-6814219,31000000,Castle Rock Entertainment,USA,Scott Hicks,Drama,24185781,Hearts in Atlantis,PG-13,9/28/2001,101,Anthony Hopkins,Stephen King,2001,-21.98135161290323,2001-09-28
3397,-3706742,7000000,Paramount Pictures,USA,Louis C.K.,Comedy,3293258,Pootie Tang,PG-13,6/29/2001,81,Chris Rock,Louis C.K.,2001,-52.95345714285714,2001-06-29
3399,-44192734,72000000,Castle Rock Entertainment,USA,Frank Darabont,Drama,27807266,The Majestic,PG,12/21/2001,152,Jim Carrey,Michael Sloane,2001,-61.378797222222225,2001-12-21
3400,-11347363,27000000,Winkler Films,USA,Irwin Winkler,Drama,15652637,Life as a House,R,11/9/2001,125,Hayden Christensen,Mark Andrus,2001,-42.02727037037037,2001-11-09
3401,11845124,25000000,Twentieth Century Fox Film Corporation,France,Chris Nahon,Action,36845124,Kiss of the Dragon,R,7/6/2001,98,Jet Li,Jet Li,2001,47.380496,2001-07-06
3402,4338033,23000000,Fox 2000 Pictures,USA,Tony Goldwyn,Comedy,27338033,Someone Like You...,PG-13,3/30/2001,97,Ashley Judd,Laura Zigman,2001,18.861013043478263,2001-03-30
3403,47607673,46000000,Revolution Studios,USA,Joe Roth,Comedy,93607673,America's Sweethearts,PG-13,7/20/2001,102,Julia Roberts,Billy Crystal,2001,103.49494130434782,2001-07-20
3404,-17834464,48000000,Columbia Pictures,USA,Penny Marshall,Biography,30165536,Riding in Cars with Boys,PG-13,10/19/2001,132,Drew Barrymore,Beverly D'Onofrio,2001,-37.15513333333333,2001-10-19
3405,50936232,30000000,Paramount Pictures,USA,John A. Davis,Animation,80936232,Jimmy Neutron: Boy Genius,G,12/21/2001,82,Debi Derryberry,John A. Davis,2001,169.78744,2001-12-21
3406,-38952761,39000000,Morgan Creek Productions,Canada,David Mamet,Action,47239,Heist,R,11/9/2001,109,Gene Hackman,David Mamet,2001,-99.87887435897436,2001-11-09
3407,-10096738,24000000,Touchstone Pictures,USA,Brendan Malloy,Comedy,13903262,Out Cold,PG-13,11/21/2001,89,Flex Alexander,Jon Zack,2001,-42.069741666666665,2001-11-21
3408,33385515,60000000,Warner Bros.,USA,Lawrence Guterman,Action,93385515,Cats & Dogs,PG,7/4/2001,87,Alec Baldwin,John Requa,2001,55.642525,2001-07-04
3409,-11998768,30000000,Columbia Pictures Corporation,USA,Daniel Sackheim,Crime,18001232,The Glass House,PG-13,9/14/2001,106,Diane Lane,Wesley Strick,2001,-39.995893333333335,2001-09-14
3410,-5094254,49000000,Revolution Studios,USA,James Wong,Action,43905746,The One,PG-13,11/2/2001,87,Jet Li,Glen Morgan,2001,-10.396436734693877,2001-11-02
3411,11017403,5000000,Chickie the Cop,USA,Tim Blake Nelson,Drama,16017403,O,R,8/31/2001,95,Mekhi Phifer,William Shakespeare,2001,220.34805999999998,2001-08-31
3413,-10439741,22000000,Miramax,USA,Tommy O'Haver,Comedy,11560259,Get Over It,PG-13,3/9/2001,87,Kirsten Dunst,R. Lee Fleming Jr.,2001,-47.453368181818185,2001-03-09
3414,-104868170,137000000,Chris Lee Productions,USA,Hironobu Sakaguchi,Animation,32131830,Final Fantasy: The Spirits Within,PG-13,7/11/2001,106,Alec Baldwin,Hironobu Sakaguchi,2001,-76.54610948905109,2001-07-11
3415,-2648431,22000000,Columbia Pictures Corporation,USA,Dennis Dugan,Action,19351569,Saving Silverman,PG-13,2/9/2001,90,Jason Biggs,Hank Nelken,2001,-12.038322727272726,2001-02-09
3417,34230604,1700000,Good Machine,USA,Todd Field,Crime,35930604,In the Bedroom,R,2/8/2002,130,Tom Wilkinson,Robert Festinger,2001,2013.5649411764707,2002-02-08
3418,-22795993,28000000,Alliance Atlantis Communications,UK,Ronny Yu,Action,5204007,Formula 51,R,10/18/2002,93,Samuel L. Jackson,Stel Pavlou,2001,-81.41426071428572,2002-10-18
3420,-14306109,34000000,Warner Bros.,USA,Michael Tollin,Comedy,19693891,Summer Catch,PG-13,8/24/2001,108,Freddie Prinze Jr.,Kevin Falls,2001,-42.07679117647059,2001-08-24
3423,249005,14000000,Regency Enterprises,USA,Tom Green,Comedy,14249005,Freddy Got Fingered,R,4/20/2001,87,Tom Green,Tom Green,2001,1.7786071428571428,2001-04-20
3425,2276953,11000000,New Line Cinema,USA,Francine McDougall,Comedy,13276953,Sugar & Spice,PG-13,1/26/2001,81,Marla Sokoloff,Mandy Nelson,2001,20.699572727272727,2001-01-26
3426,-69588001,75000000,Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,5411999,Monkeybone,PG-13,2/23/2001,93,Brendan Fraser,Kaja Blackley,2001,-92.78400133333334,2001-02-23
3427,8219708,32000000,Paramount Pictures,USA,Brian Robbins,Drama,40219708,Hardball,PG-13,9/14/2001,106,Keanu Reeves,Daniel Coyle,2001,25.6865875,2001-09-14
3428,-4270258,18000000,Columbia Pictures Corporation,USA,John Boorman,Comedy,13729742,The Tailor of Panama,R,3/30/2001,109,Pierce Brosnan,John le Carr�,2001,-23.723655555555556,2001-03-30
3429,-29792888,75000000,Paramount Pictures,USA,Harold Becker,Crime,45207112,Domestic Disturbance,PG-13,11/2/2001,89,John Travolta,Lewis Colick,2001,-39.723850666666664,2001-11-02
3430,-61383131,94000000,Franchise Pictures,USA,Renny Harlin,Action,32616869,Driven,PG-13,4/27/2001,116,Sylvester Stallone,Jan Skrentny,2001,-65.30120319148936,2001-04-27
3431,-31456105,57000000,Universal Pictures,UK,John Madden,Drama,25543895,Captain Corelli's Mandolin,R,8/17/2001,131,Nicolas Cage,Shawn Slovo,2001,-55.18614912280702,2001-08-17
3432,-2970919,6000000,Killer Films,USA,John Cameron Mitchell,Comedy,3029081,Hedwig and the Angry Inch,R,8/31/2001,95,John Cameron Mitchell,John Cameron Mitchell,2001,-49.51531666666666,2001-08-31
3433,-14646257,15000000,FilmFour,UK,Gregor Jordan,Comedy,353743,Buffalo Soldiers,R,10/31/2002,98,Joaquin Phoenix,Robert O'Connor,2001,-97.64171333333334,2002-10-31
3434,10743062,47000000,Revolution Studios,USA,Luke Greenfield,Comedy,57743062,The Animal,PG-13,6/1/2001,84,Rob Schneider,Tom Brady,2001,22.857578723404256,2001-06-01
3435,-3602635,14000000,Universal Pictures,USA,Mark Waters,Comedy,10397365,Head Over Heels,PG-13,2/2/2001,86,Monica Potter,John J. Strauss,2001,-25.733107142857143,2001-02-02
3436,-16577194,50000000,Twentieth Century Fox Film Corporation,USA,Gil Junger,Adventure,33422806,Black Knight,PG-13,11/21/2001,95,Martin Lawrence,Darryl Quarles,2001,-33.154388000000004,2001-11-21
3440,3929123,13000000,Touchstone Pictures,USA,John Stockwell,Drama,16929123,Crazy/Beautiful,PG-13,6/29/2001,99,Kirsten Dunst,Phil Hay,2001,30.22402307692308,2001-06-29
3441,-46261368,62000000,Franchise Pictures,USA,Demian Lichtenstein,Action,15738632,3000 Miles to Graceland,R,2/23/2001,125,Kurt Russell,Richard Recco,2001,-74.61510967741935,2001-02-23
3442,-4207881,5500000,British Broadcasting Corporation (BBC),UK,Richard Eyre,Biography,1292119,Iris,R,3/29/2002,91,Judi Dench,John Bayley,2001,-76.50692727272728,2002-03-29
3443,1758599,50000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,51758599,Exit Wounds,R,3/16/2001,101,Steven Seagal,Ed Horowitz,2001,3.517198,2001-03-16
3444,-11709327,18000000,October Films,USA,Harald Zwart,Comedy,6290673,One Night at McCool's,R,4/27/2001,93,Liv Tyler,Stan Seidel,2001,-65.05181666666667,2001-04-27
3445,-23565784,35000000,Miramax,USA,Lasse Hallstr�m,Drama,11434216,The Shipping News,R,1/18/2002,111,Kevin Spacey,Annie Proulx,2001,-67.33081142857142,2002-01-18
3447,-19034791,30000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Howitt,Action,10965209,Antitrust,PG-13,1/12/2001,105,Ryan Phillippe,Howard Franklin,2001,-63.449303333333326,2001-01-12
3448,-28955468,53000000,Franchise Pictures,USA,Luis Mandoki,Drama,24044532,Angel Eyes,R,5/18/2001,102,Jennifer Lopez,Gerald Di Pego,2001,-54.63295849056604,2001-05-18
3450,-7707619,25000000,Walt Disney Pictures,USA,Tim Hill,Comedy,17292381,Max Keeble's Big Move,PG,10/5/2001,86,Alex D. Linz,David L. Watts,2001,-30.830476,2001-10-05
3451,15186502,49000000,3 Arts Entertainment,Germany,Chris Weitz,Comedy,64186502,Estrenando Cuerpo,PG-13,2/16/2001,87,Chris Rock,Elaine May,2001,30.992861224489797,2001-02-16
3452,441829,700000,Alter Ego Entertainment,USA,Michael Cuesta,Crime,1141829,L.I.E.,R,11/14/2003,97,Brian Cox,Stephen M. Ryder,2001,63.11842857142857,2003-11-14
3454,-83280027,90000000,New Line Cinema,USA,Peter Chelsom,Comedy,6719973,Town & Country,R,4/27/2001,104,Warren Beatty,Michael Laughlin,2001,-92.53336333333333,2001-04-27
3455,-21735014,35000000,Morgan Creek Productions,USA,Les Mayfield,Action,13264986,American Outlaws,PG-13,8/17/2001,94,Colin Farrell,Roderick Taylor,2001,-62.10004,2001-08-17
3456,-33885763,40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,1/4/2002,95,Shane Brolly,Philip K. Dick,2001,-84.7144075,2002-01-04
3458,-27904682,60000000,Metro-Goldwyn-Mayer (MGM),USA,Sam Weisman,Comedy,32095318,What's the Worst That Could Happen?,PG-13,6/1/2001,94,Martin Lawrence,Donald E. Westlake,2001,-46.50780333333333,2001-06-01
3459,-37376626,38000000,Greisman Productions,USA,Steve Miner,Action,623374,Texas Rangers,PG-13,11/30/2001,90,James Van Der Beek,George Durham,2001,-98.35954210526316,2001-11-30
3460,2558739,11000000,Revolution Studios,USA,Gregory Poirier,Comedy,13558739,Tomcats,R,3/30/2001,95,Shannon Elizabeth,Gregory Poirier,2001,23.261263636363637,2001-03-30
3461,-8080104,13000000,FilmFour,UK,Jez Butterworth,Comedy,4919896,Birthday Girl,R,2/1/2002,93,Nicole Kidman,Tom Butterworth,2001,-62.15464615384615,2002-02-01
3464,-25503478,33000000,DreamWorks,USA,Woody Allen,Comedy,7496522,The Curse of the Jade Scorpion,PG-13,8/24/2001,103,Greg Stebner,Woody Allen,2001,-77.28326666666666,2001-08-24
3465,6022940,1000000,Fox Searchlight Pictures,USA,Charles Herman-Wurmfeld,Comedy,7022940,Kissing Jessica Stein,R,4/5/2002,97,Jennifer Westfeldt,Heather Juergensen,2001,602.294,2002-04-05
3466,42952899,70000000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,112952899,Dr. Dolittle 2,PG,6/22/2001,87,Eddie Murphy,Hugh Lofting,2001,61.36128428571429,2001-06-22
3467,390475,100000,Detour Filmproduction,USA,Richard Linklater,Drama,490475,Tape,R,7/12/2002,86,Ethan Hawke,Stephen Belber,2001,390.475,2002-07-12
3468,308707,5000000,Artisan Entertainment,USA,Jon Favreau,Comedy,5308707,Made,R,8/31/2001,95,Vince Vaughn,Jon Favreau,2001,6.17414,2001-08-31
3469,-30222993,35000000,Gaumont,France,Jean-Marie Poir�,Comedy,4777007,Just Visiting,PG-13,4/6/2001,88,Jean Reno,Jean-Marie Poir�,2001,-86.35140857142856,2001-04-06
3470,-17726628,22000000,Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,4273372,Glitter,PG-13,9/21/2001,104,Mariah Carey,Cheryl L. West,2001,-80.57558181818182,2001-09-21
3473,-12946185,40000000,MDP Worldwide,Germany,Peter Hyams,Action,27053815,El mosquetero,PG-13,9/7/2001,104,Justin Chambers,Alexandre Dumas,2001,-32.3654625,2001-09-07
3474,3936931,250000,Blow Up Pictures,USA,Nicole Holofcener,Comedy,4186931,Lovely & Amazing,R,8/2/2002,91,Catherine Keener,Nicole Holofcener,2001,1574.7724,2002-08-02
3475,-1211836,4500000,Stonelock Pictures,USA,Jill Sprecher,Drama,3288164,Thirteen Conversations About One Thing,R,7/5/2002,104,Alan Arkin,Karen Sprecher,2001,-26.929688888888887,2002-07-05
3476,-4482128,5000000,"Goatsingers, The",USA,Tim Blake Nelson,Drama,517872,The Grey Zone,R,11/30/2001,108,David Arquette,Miklos Nyiszli,2001,-89.64256,2001-11-30
3477,-2279629,7000000,3Mark Entertainment,USA,Mitch Davis,Adventure,4720371,The Other Side of Heaven,PG,4/12/2002,113,Christopher Gorham,Mitch Davis,2001,-32.56612857142857,2002-04-12
3478,-19483292,25000000,Twentieth Century Fox Film Corporation,USA,J.B. Rogers,Comedy,5516708,Say It Isn't So,R,3/23/2001,95,Chris Klein,Peter Gaulke,2001,-77.933168,2001-03-23
3480,-8692244,16000000,New Line Cinema,USA,Ernest R. Dickerson,Crime,7307756,Bones,R,10/24/2001,96,Snoop Dogg,Adam Simon,2001,-54.326525000000004,2001-10-24
3482,-1642524,35000000,Warner Bros.,USA,John Whitesell,Action,33357476,See Spot Run,PG,3/2/2001,94,David Arquette,George Gallo,2001,-4.692925714285715,2001-03-02
3483,21457409,6000000,Screen Gems,USA,Gary Hardwick,Comedy,27457409,The Brothers,R,3/23/2001,106,Morris Chestnut,Gary Hardwick,2001,357.62348333333335,2001-03-23
3485,3097096,7000000,Lions Gate Films,USA,DJ Pooh,Comedy,10097096,The Wash,R,11/14/2001,100,Dr. Dre,DJ Pooh,2001,44.24422857142857,2001-11-14
3486,5821782,3000000,i5 Films,USA,Scott McGehee,Crime,8821782,The Deep End,R,8/31/2001,101,Tilda Swinton,Elisabeth Sanxay Holding,2001,194.05939999999998,2001-08-31
3487,-19331860,20000000,Ecosse Films,UK,Gillian Armstrong,Drama,668140,Charlotte Gray,PG-13,1/11/2002,121,Cate Blanchett,Sebastian Faulks,2001,-96.6593,2002-01-11
3489,-7711549,15000000,Screen Gems,USA,J.S. Cardone,Horror,7288451,The Forsaken,R,4/27/2001,90,Kerr Smith,J.S. Cardone,2001,-51.41032666666666,2001-04-27
3492,12978402,11000000,Touchstone Pictures,USA,Rob Pritts,Comedy,23978402,Corky Romano,PG-13,10/12/2001,86,Chris Kattan,David Garrett,2001,117.98547272727274,2001-10-12
3494,-29569687,30000000,Alcon Entertainment,USA,Charles Shyer,Drama,430313,The Affair of the Necklace,R,12/7/2001,100,Hilary Swank,John Sweet,2001,-98.56562333333333,2001-12-07
3495,13696761,23000000,Disney Television Animation,USA,Chuck Sheetz,Animation,36696761,Recess: School's Out,G,2/16/2001,82,Andrew Lawrence,Paul Germain,2001,59.55113478260869,2001-02-16
3496,-11580586,12000000,Alma UK Limited,UK,Bruce Beresford,Biography,419414,Bride of the Wind,R,1/4/2002,100,Sarah Wynter,Marilyn Levy,2001,-96.50488333333334,2002-01-04
3497,-15229136,38000000,Fox 2000 Pictures,USA,John Pasquin,Comedy,22770864,Joe Somebody,PG,12/21/2001,98,Tim Allen,John Scott Shepherd,2001,-40.076673684210526,2001-12-21
3499,-3790519,7000000,Lions Gate Films,UK,Peter Bogdanovich,Drama,3209481,The Cat's Meow,PG-13,5/3/2002,114,Kirsten Dunst,Steven Peros,2001,-54.15027142857143,2002-05-03
3500,-13899350,17000000,Lost Soul Productions,USA,Stephen Carpenter,Drama,3100650,Soul Survivors,PG-13,9/7/2001,84,Melissa Sagemiller,Stephen Carpenter,2001,-81.76088235294118,2001-09-07
3501,-6588966,7000000,United Artists,USA,Roman Coppola,Drama,411034,CQ,R,5/31/2002,88,Jeremy Davies,Roman Coppola,2001,-94.12808571428572,2002-05-31
3508,9235901,13000000,Screen Gems,USA,Mark Brown,Comedy,22235901,Two Can Play That Game,R,9/7/2001,90,Vivica A. Fox,Mark Brown,2001,71.04539230769231,2001-09-07
3511,16247539,7000000,Bates Entertainment,USA,Doug McHenry,Comedy,23247539,Kingdom Come,PG,4/11/2001,94,LL Cool J,David Dean Bottrell,2001,232.1077,2001-04-11
3513,-12812806,13500000,Universal Pictures,USA,Kasi Lemmons,Crime,687194,The Caveman's Valentine,R,9/20/2001,105,Samuel L. Jackson,George Dawes Green,2001,-94.90967407407408,2001-09-20
3515,-5643257,10000000,A Happy Place,USA,Eric Bross,Comedy,4356743,On the Line,PG,10/26/2001,85,Lance Bass,Eric Aronson,2001,-56.432570000000005,2001-10-26
3516,-2094818,2500000,Columbia TriStar Home Video,USA,Blair Treu,Comedy,405182,Little Secrets,PG,8/23/2002,96,Evan Rachel Wood,Jessica Barondes,2001,-83.79272,2002-08-23
3520,-22188000,100000000,Miramax,USA,Martin Scorsese,Crime,77812000,Gangs of New York,R,12/20/2002,167,Leonardo DiCaprio,Jay Cocks,2002,-22.188,2002-12-20
3521,161988482,100000000,1492 Pictures,UK,Chris Columbus,Adventure,261988482,Harry Potter and the Chamber of Secrets,PG,11/15/2002,161,Daniel Radcliffe,J.K. Rowling,2002,161.988482,2002-11-15
3522,264706375,139000000,Columbia Pictures Corporation,USA,Sam Raimi,Action,403706375,Spider-Man,PG-13,5/3/2002,121,Tobey Maguire,Stan Lee,2002,190.43624100719424,2002-05-03
3523,112615351,52000000,DreamWorks,USA,Steven Spielberg,Biography,164615351,Catch Me If You Can,PG-13,12/25/2002,141,Leonardo DiCaprio,Jeff Nathanson,2002,216.5679826923077,2002-12-25
3524,4263397,3300000,O2 Filmes,Brazil,Fernando Meirelles,Crime,7563397,City of God,R,2/13/2004,130,Alexandre Rodrigues,Paulo Lins,2002,129.1938484848485,2004-02-13
3525,-2427423,35000000,R.P. Productions,France,Roman Polanski,Biography,32572577,The Pianist,R,3/28/2003,150,Adrien Brody,Ronald Harwood,2002,-6.935494285714286,2003-03-28
3526,30227069,11000000,Warner Bros.,USA,Adam Shankman,Drama,41227069,A Walk to Remember,PG,1/25/2002,101,Mandy Moore,Nicholas Sparks,2002,274.79153636363634,2002-01-25
3528,125687518,45000000,Miramax,USA,Rob Marshall,Comedy,170687518,Chicago,PG-13,1/24/2003,113,Ren�e Zellweger,Bill Condon,2002,279.30559555555556,2003-01-24
3529,37064915,8000000,DNA Films,UK,Danny Boyle,Drama,45064915,28 Days Later...,R,6/27/2003,113,Cillian Murphy,Alex Garland,2002,463.3114375,2003-06-27
3530,248551365,94000000,New Line Cinema,USA,Peter Jackson,Adventure,342551365,The Lord of the Rings: The Two Towers,PG-13,12/18/2002,179,Elijah Wood,J.R.R. Tolkien,2002,264.4163457446809,2002-12-18
3531,81128133,48000000,DreamWorks,USA,Gore Verbinski,Horror,129128133,The Ring,PG-13,10/18/2002,115,Naomi Watts,Ehren Kruger,2002,169.01694375,2002-10-18
3532,75724075,41000000,Imagine Entertainment,USA,Curtis Hanson,Drama,116724075,8 Mile,R,11/8/2002,110,Eminem,Scott Silver,2002,184.69286585365853,2002-11-08
3533,69288182,84000000,Warner Bros.,USA,Raja Gosnell,Animation,153288182,Scooby-Doo,PG,6/14/2002,100,Matthew Lillard,James Gunn,2002,82.48593095238095,2002-06-14
3534,2801000,50000000,Fox 2000 Pictures,USA,Adrian Lyne,Drama,52801000,Unfaithful,R,5/10/2002,124,Richard Gere,Claude Chabrol,2002,5.602,2002-05-10
3535,30072926,102000000,Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,132072926,Minority Report,PG-13,6/21/2002,145,Tom Cruise,Philip K. Dick,2002,29.483260784313725,2002-06-21
3536,59680,4000000,Slough Pond,USA,Steven Shainberg,Comedy,4059680,Secretary,R,10/11/2002,107,James Spader,Erin Cressida Wilson,2002,1.492,2002-10-11
3537,61661683,60000000,Universal Pictures,USA,Doug Liman,Action,121661683,The Bourne Identity,PG-13,6/14/2002,119,Franka Potente,Tony Gilroy,2002,102.76947166666666,2002-06-14
3538,19234062,35000000,Touchstone Pictures,UK,Kevin Reynolds,Action,54234062,The Count of Monte Cristo,PG-13,1/25/2002,131,Jim Caviezel,Alexandre Dumas,2002,54.95446285714286,2002-01-25
3539,24454762,80000000,DreamWorks,USA,Sam Mendes,Crime,104454762,Road to Perdition,R,7/12/2002,117,Tom Hanks,Max Allan Collins,2002,30.5684525,2002-07-12
3540,89223418,38000000,Touchstone Pictures,USA,Andy Tennant,Comedy,127223418,Sweet Home Alabama,PG-13,9/27/2002,108,Reese Witherspoon,Douglas J. Eboch,2002,234.79846842105263,2002-09-27
3541,195675583,115000000,Lucasfilm,USA,George Lucas,Action,310675583,Star Wars: Episode II - Attack of the Clones,PG,5/16/2002,142,Hayden Christensen,George Lucas,2002,170.15268086956522,2002-05-16
3542,3122718,75000000,Icon Entertainment International,USA,Randall Wallace,Action,78122718,We Were Soldiers,R,3/1/2002,138,Mel Gibson,Harold G. Moore,2002,4.1636239999999995,2002-03-01
3543,48397334,48000000,Columbia Pictures Corporation,USA,David Fincher,Crime,96397334,Panic Room,R,3/29/2002,112,Jodie Foster,David Koepp,2002,100.82777916666667,2002-03-29
3544,21355513,46000000,Alcon Entertainment,USA,Christopher Nolan,Drama,67355513,Insomnia,R,5/24/2002,118,Al Pacino,Hillary Seitz,2002,46.42502826086957,2002-05-24
3545,16675994,25000000,Paramount Pictures,USA,Stephen Daldry,Drama,41675994,The Hours,PG-13,2/14/2003,110,Meryl Streep,Michael Cunningham,2002,66.703976,2003-02-14
3546,15149898,78000000,Universal Pictures,Germany,Brett Ratner,Crime,93149898,Drag�n rojo,R,10/4/2002,124,Anthony Hopkins,Thomas Harris,2002,19.422946153846155,2002-10-04
3547,7119709,33000000,Constantin Film,UK,Paul W.S. Anderson,Action,40119709,Resident Evil,R,3/15/2002,100,Milla Jovovich,Paul W.S. Anderson,2002,21.574875757575757,2002-03-15
3548,-18796026,20000000,Dimension Films,USA,Kurt Wimmer,Action,1203974,Equilibrium,R,12/6/2002,107,Christian Bale,Kurt Wimmer,2002,-93.98012999999999,2002-12-06
3549,18942139,142000000,Eon Productions,UK,Lee Tamahori,Action,160942139,Die Another Day,PG-13,11/22/2002,133,Pierce Brosnan,Ian Fleming,2002,13.339534507042252,2002-11-22
3550,50418803,140000000,Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,190418803,Men in Black II,PG-13,7/3/2002,88,Tommy Lee Jones,Lowell Cunningham,2002,36.01343071428572,2002-07-03
3551,155966634,72000000,Touchstone Pictures,USA,M. Night Shyamalan,Drama,227966634,Signs,PG-13,8/2/2002,106,Mel Gibson,M. Night Shyamalan,2002,216.620325,2002-08-02
3552,3245861,19000000,Beverly Detroit,USA,Spike Jonze,Comedy,22245861,Adaptation.,R,2/14/2003,114,Nicolas Cage,Susan Orlean,2002,17.083478947368423,2003-02-14
3553,28348319,54000000,New Line Cinema,Germany,Guillermo del Toro,Action,82348319,Blade II,R,3/22/2002,117,Wesley Snipes,Marv Wolfman,2002,52.496887037037034,2002-03-22
3554,236438208,5000000,Gold Circle Films,Canada,Joel Zwick,Comedy,241438208,Casarse... est� en griego,PG,8/2/2002,95,Nia Vardalos,Nia Vardalos,2002,4728.76416,2002-08-02
3555,-16745591,60000000,Paramount Pictures,USA,Stuart Baird,Action,43254409,Star Trek: Nemesis,PG-13,12/13/2002,116,Patrick Stewart,Gene Roddenberry,2002,-27.90931833333333,2002-12-13
3556,117387405,59000000,Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,176387405,Ice Age,PG,3/15/2002,81,Denis Leary,Michael J. Wilson,2002,198.9617033898305,2002-03-15
3557,72109382,70000000,Revolution Studios,USA,Rob Cohen,Action,142109382,xXx,PG-13,8/9/2002,124,Vin Diesel,Rich Wilkes,2002,103.01340285714286,2002-08-09
3559,65794338,80000000,Walt Disney Pictures,USA,Dean DeBlois,Animation,145794338,Lilo & Stitch,PG,6/21/2002,85,Daveigh Chase,Chris Sanders,2002,82.2429225,2002-06-21
3560,150307889,63000000,New Line Cinema,USA,Jay Roach,Action,213307889,Austin Powers in Goldmember,PG-13,7/26/2002,94,Mike Myers,Mike Myers,2002,238.58395079365079,2002-07-26
3562,33566212,13000000,Fox 2000 Pictures,USA,Joel Schumacher,Crime,46566212,Phone Booth,R,4/4/2003,81,Colin Farrell,Larry Cohen,2002,258.20163076923075,2003-04-04
3563,13885000,12000000,Handprint Entertainment,USA,Julie Taymor,Biography,25885000,Frida,R,11/22/2002,123,Salma Hayek,Hayden Herrera,2002,115.70833333333333,2002-11-22
3564,23032915,18000000,Paramount Pictures,USA,Jake Kasdan,Comedy,41032915,Orange County,PG-13,1/11/2002,82,Colin Hanks,Mike White,2002,127.9606388888889,2002-01-11
3565,-101823217,140000000,Walt Disney Feature Animation,USA,Ron Clements,Animation,38176783,Treasure Planet,PG,11/27/2002,95,Joseph Gordon-Levitt,Robert Louis Stevenson,2002,-72.73086928571428,2002-11-27
3566,-64831034,100000000,First Light Production,UK,Kathryn Bigelow,Drama,35168966,K-19: The Widowmaker,PG-13,7/19/2002,138,Harrison Ford,Louis Nowra,2002,-64.831034,2002-07-19
3567,15005329,6000000,Myriad Pictures,Germany,Walt Becker,Comedy,21005329,Van Wilder: Party Liaison,R,4/5/2002,92,Ryan Reynolds,Brent Goldberg,2002,250.08881666666665,2002-04-05
3568,-16938018,60000000,Spyglass Entertainment,USA,Rob Bowman,Action,43061982,Reign of Fire,PG-13,7/12/2002,101,Matthew McConaughey,Gregg Chabot,2002,-28.23003,2002-07-12
3569,31047077,60000000,Universal Pictures,USA,Chuck Russell,Action,91047077,The Scorpion King,PG-13,4/19/2002,92,Dwayne Johnson,Stephen Sommers,2002,51.745128333333334,2002-04-19
3570,-7155784,25000000,New Line Cinema,USA,Paul Thomas Anderson,Comedy,17844216,Punch-Drunk Love,R,11/1/2002,95,Adam Sandler,Paul Thomas Anderson,2002,-28.623136,2002-11-01
